code,threads,power_of_4,min,avg,max,time
AVX2,12,14,3.0658479149748,3.0658816933686,3.0659035380391,226.039761122
AVX2,12,14,3.0658368866464,3.0658852415929,3.0659190397696,230.078950258
AVX2,12,14,3.0658411882553,3.0658699279578,3.0659032433698,228.792459121
AVX2,12,14,3.0658606873915,3.0658870296307,3.0659111349708,230.616582706
AVX2,12,14,3.0658482043302,3.0658737400757,3.0659038743686,232.101484638
AVX2,12,14,3.0658588479523,3.0658875976855,3.0659303541873,228.384831902
AVX2,12,14,3.0658469629611,3.0658831120594,3.0659232416784,225.325309045
AVX2,12,14,3.0658432337064,3.0658887126225,3.0659141157025,228.84490664
AVX2,12,14,3.0658103756096,3.0658563057152,3.0659274844356,224.534939879
AVX2,12,14,3.0658344482223,3.0658863679143,3.0659260468989,228.186950416
AVX2,12,14,3.0658383594057,3.0658785780158,3.0659475004434,232.999565385
AVX2,12,14,3.0658375957885,3.0658888114018,3.0659611045308,229.120110651
AVX2,12,14,3.0658408366663,3.065882982634,3.0659587430595,231.594103689
AVX2,12,14,3.0658468023628,3.0658732492411,3.0659226720541,244.6342696
AVX2,12,14,3.0658445394473,3.0658852904861,3.0659372498659,244.473906247
AVX2,12,14,3.0658580251678,3.0658911352845,3.0659277489253,243.409692594
AVX2,12,14,3.065842457545,3.0658759697254,3.0659378427749,247.544877951
AVX2,12,14,3.0658466942169,3.0658812355731,3.06593205187,245.072782031
